Municipios,Total
Tamarite de Litera,34.607
Tardienta,34.654
Tella-Sin,34.111
Tierz,51.535
Tolva,28.823
Torla-Ordesa,48.413
Torralba de Aragón,31.244
Torre la Ribera,37.202
Torrente de Cinca,35.259
Torres de Alcanadre,39.267
Torres de Barbués,37.213
Tramaced,42.728
Valfarta,
Valle de Bardají,34.397
Valle de Lierp,34.397
Velilla de Cinca,39.546
Beranuy,34.397
Viacamp y Litera,34.397
Vicién,38.437
Villanova,34.609
Villanúa,37.78
Villanueva de Sigena,35.834
Yebra de Basa,45.659
Yésero,37.88
Zaidín,34.293
Valle de Hecho,36.157
Puente la Reina de Jaca,34.556
San Miguel del Cinca,37.218
"Sotonera, La",33.873
Lupiñén-Ortilla,42.202
Santa María de Dulcis,33.326
Aínsa-Sobrarbe,37.163
Hoz y Costean,36.08
Vencillón,31.936
Albanchez de Mágina,22.41
Alcalá la Real,27.973
Alcaudete,25.302
Aldeaquemada,26.572
Andújar,27.777
Arjona,27.094
Arjonilla,26.437
Arquillos,23.075
Baeza,30.226
Bailén,27.431
Baños de la Encina,25.987
Beas de Segura,21.822
Begíjar,24.162
Bélmez de la Moraleda,23.573
Benatae,21.902
Cabra del Santo Cristo,22.862
Cambil,20.362
Campillo de Arenas,24.694
Canena,30.501
Carboneros,23.952
"Carolina, La",27.427
Castellar,23.566
Castillo de Locubín,24.117
Cazalilla,24.541
Cazorla,26.639
Chiclana de Segura,18.492
Chilluévar,20.647
Escañuela,26.882
Espeluy,24.27
Frailes,23.012
Fuensanta de Martos,23.07
Fuerte del Rey,26.147
Génave,20.01
"Guardia de Jaén, La",42.274
Guarromán,25.949
Lahiguera,24.391
Higuera de Calatrava,22.136
Hinojares,24.358
Hornos,23.622
Huelma,24.819
Huesa,20.409
Ibros,25.04
"Iruela, La",23.705
Iznatoraf,20.25
Jabalquinto,23.837
Jaén,36.801
Jamilena,25.685
Jimena,23.868
Jódar,23.828
Larva,20.867
Linares,31.679
Lopera,25.456
Lupión,22.668
Mancha Real,28.98
Marmolejo,28.106
Martos,31.614
Mengíbar,29.532
Montizón,20.984
Navas de San Juan,23.478
Noalejo,20.39
Orcera,24.473
Peal de Becerro,25.394
Pegalajar,25.398
Porcuna,24.946
Pozo Alcón,22.954
Puente de Génave,24.241
"Puerta de Segura, La",23.73
Quesada,23.937
Rus,25.936
Sabiote,24.159
Santa Elena,26.016
Santiago de Calatrava,22.214
Santisteban del Puerto,23.151
Santo Tomé,23.076
Segura de la Sierra,24.688
Siles,24.663
Sorihuela del Guadalimar,21.601
Torreblascopedro,21.945
Torredelcampo,30.13
Torredonjimeno,29.91
Torreperogil,25.155
Torres,22.185
Torres de Albánchez,21.105
Úbeda,32.324
Valdepeñas de Jaén,22.65
Vilches,27.496
Villacarrillo,25.85
Villanueva de la Reina,26.407
Villanueva del Arzobispo,25.054
Villardompardo,25.364
"Villares, Los",28.056
Villarrodrigo,20.091
Cárcheles,26.248
Bedmar y Garcíez,23.812
Villatorres,26.386
Santiago-Pontones,24.934
Arroyo del Ojanco,22.564
Acebedo,27.96
Algadefe,39.382
Alija del Infantado,26.534
Almanza,30.791
"Antigua, La",27.527
Ardón,31.123
Arganza,28.216
Astorga,30.784
Balboa,29.752
"Bañeza, La",29.102
Barjas,25.714
"Barrios de Luna, Los",38.683
Bembibre,32.606
Benavides,32.618
Benuza,32.293
Bercianos del Páramo,29.473
Bercianos del Real Camino,28.068
Berlanga del Bierzo,36.139
Boca de Huérgano,37.049
Boñar,29.11
Borrenes,23.961
Brazuelo,28.303
"Burgo Ranero, El",28.038
Burón,33.493
Bustillo del Páramo,28.484
Cabañas Raras,33.717
Cabreros del Río,32.899
Cabrillanes,36.114
Cacabelos,30.42
Calzada del Coto,31.537
Campazas,32.372
Campo de Villavidel,31.639
Camponaraya,31.85
Valle de Ancares,27.998
Cármenes,28.843
Carracedelo,32.188
Carrizo,32.215
Carrocera,29.812
Carucedo,28.574
Castilfalé,31.047
Castrillo de Cabrera,24.634
Castrillo de la Valduerna,26.628
Castrocalbón,27.145
Castrocontrigo,25.394
Castropodame,32.851
Castrotierra de Valmadrigal,30.657
Cea,28.61
Cebanico,28.646
Cebrones del Río,30.583
Cimanes de la Vega,31.865
Cimanes del Tejar,30.815
Cistierna,30.197
Congosto,33.545
Corbillos de los Oteros,28.104
Corullón,26.567
Crémenes,31.303
Cuadros,35.922
Cubillas de los Oteros,28.347
Cubillas de Rueda,34.925
Cubillos del Sil,35.149
Chozas de Abajo,31.413
Destriana,27.298
Encinedo,17.45
"Ercina, La",35.385
Escobar de Campos,
Fabero,33.342
Folgoso de la Ribera,31.461
Fresno de la Vega,28.105
Fuentes de Carbajal,31.047
Garrafe de Torío,36.588
Gordaliza del Pino,23.384
Gordoncillo,24.504
Gradefes,29.807
Grajal de Campos,31.389
Gusendos de los Oteros,30.712
Hospital de Órbigo,32.309
Igüeña,32.132
Izagre,24.539
Joarilla de las Matas,30.617
Laguna Dalga,33.005
Laguna de Negrillos,30.84
León,36.332
Lucillo,27.068
Luyego,28.493
Llamas de la Ribera,29.712
Magaz de Cepeda,26.304
Mansilla de las Mulas,29.434
Mansilla Mayor,35.597
Maraña,36.277
Matadeón de los Oteros,39.901
Matallana de Torío,31.367
Matanza,27.756
Molinaseca,34.015
Murias de Paredes,27.457
Noceda del Bierzo,35.783
Oencia,25.247
"Omañas, Las",33.176
Onzonilla,35.46
Oseja de Sajambre,24.688
Pajares de los Oteros,29.535
Palacios de la Valduerna,28.527
Palacios del Sil,35.384
Páramo del Sil,31.718
Peranzanes,28.996
Pobladura de Pelayo García,32.779
"Pola de Gordón, La",33.347
Ponferrada,32.49
Posada de Valdeón,35.128
Pozuelo del Páramo,27.811
Prado de la Guzpeña,32.519
Priaranza del Bierzo,29.234
Prioro,32.618
Puebla de Lillo,32.625
Puente de Domingo Flórez,33.6
Quintana del Castillo,28.176
Quintana del Marco,26.248
Quintana y Congosto,29.154
Regueras de Arriba,26.085
Reyero,36.833
Riaño,32.03
Riego de la Vega,30.902
Riello,28.53
Rioseco de Tapia,32.585
"Robla, La",34.202
Roperuelos del Páramo,35.054
Sabero,29.558
Sahagún,29.667
San Adrián del Valle,
San Andrés del Rabanedo,32.826
Sancedo,30.905
San Cristóbal de la Polantera,29.225
San Emiliano,32.184
San Esteban de Nogales,27.542
San Justo de la Vega,35.281
San Millán de los Caballeros,39.904
San Pedro Bercianos,28.616
Santa Colomba de Curueño,26.827
Santa Colomba de Somoza,24.088
Santa Cristina de Valmadrigal,28.916
Santa Elena de Jamuz,29.032
Santa María de la Isla,32.35
Santa María del Monte de Cea,25.53
Santa María del Páramo,32.492
Santa María de Ordás,36.61
Santa Marina del Rey,31.272
Santas Martas,29.258
Santiago Millas,32.064
Santovenia de la Valdoncina,33.705
Sariegos,50.596
Sena de Luna,36.274
Sobrado,32.127
Soto de la Vega,30.538
Soto y Amío,28.584
Toral de los Guzmanes,31.206
Toreno,30.666
Torre del Bierzo,34.241
Trabadelo,28.708
Truchas,27.205
Turcia,28.755
Urdiales del Páramo,28.495
Valdefresno,38.428
Valdefuentes del Páramo,36.443
Valdelugueros,32.722
Valdemora,31.047
Valdepiélago,28.131
Valdepolo,31.068
Valderas,26.245
Valderrey,28.213
Valderrueda,31.554
Valdesamario,29.258
Val de San Lorenzo,33.34
Valdevimbre,31.641
Valencia de Don Juan,30.234
Valverde de la Virgen,33.942
Valverde-Enrique,32.201
Vallecillo,29.494
"Vecilla, La",30.902
Vegacervera,40.431
Vega de Espinareda,32.558
Vega de Infanzones,31.525
Vega de Valcarce,30.735
Vegaquemada,29.856
Vegas del Condado,33.81
Villablino,32.905
Villabraz,31.047
Villadangos del Páramo,37.936
Toral de los Vados,29.01
Villademor de la Vega,31.431
Villafranca del Bierzo,27.596
Villagatón,35.617
Villamandos,34.674
Villamañán,30.144
Villamartín de Don Sancho,35.132
Villamejil,28.582
Villamol,28.638
Villamontán de la Valduerna,28.317
Villamoratiel de las Matas,29.167
Villanueva de las Manzanas,31.373
Villaobispo de Otero,31.681
Villaquejida,28.247
Villaquilambre,36.027
Villarejo de Órbigo,31.236
Villares de Órbigo,27.969
Villasabariego,32.605
Villaselán,29.05
Villaturiel,33.138
Villazala,27.062
Villazanzo de Valderaduey,25.999
Zotes del Páramo,33.042
Villamanín,31.638
Villaornate y Castro,29.453
Abella de la Conca,34.664
Àger,35.082
Agramunt,38.18
"Alamús, Els",40.704
Alàs i Cerc,33.501
"Albagés, L'",30.113
Albatàrrec,40.156
Albesa,38.823
"Albi, L'",33.15
Alcanó,31.862
Alcarràs,34.595
Alcoletge,40.278
Alfarràs,32.53
Alfés,36.331
Algerri,35.409
Alguaire,39.009
Alins,37.071
Almacelles,34.448
Almatret,35.187
Almenar,37.846
Alòs de Balaguer,32.88
Alpicat,54.156
Alt Àneu,44.29
Naut Aran,49.289
Anglesola,36.126
Arbeca,35.273
"Pont de Bar, El",31.689
Arres,
Arsèguel,40.404
Artesa de Lleida,41.134
Artesa de Segre,33.745
"Sentiu de Sió, La",37.152
Aspa,27.911
"Avellanes i Santa Linya, Les",37.3
Aitona,34.291
Baix Pallars,35.622
Balaguer,34.401
Barbens,35.821
"Baronia de Rialb, La",44.604
"Vall de Boí, La",37.339
Bassella,39.611
Bausen,
Belianes,31.226
Bellcaire d'Urgell,36.133
Bell-lloc d'Urgell,40.822
Bellmunt d'Urgell,44.535
Bellpuig,36.892
Bellver de Cerdanya,39.415
Bellvís,36.433
Benavent de Segrià,47.987
Biosca,35.768
Bovera,26.752
"Bòrdes, Es",41.232
"Borges Blanques, Les",34.861
Bossòst,39.802
Cabanabona,
Cabó,40.404
Camarasa,38.412
Canejan,39.625
Castellar de la Ribera,46.555
Castelldans,32.748
Castellnou de Seana,30.938
Castelló de Farfanya,34.101
Castellserà,34.454
Cava,40.404
Cervera,37.638
Cervià de les Garrigues,27.01
Ciutadilla,38.231
Clariana de Cardener,49.779
"Cogul, El",28.973
Coll de Nargó,34.224
Corbins,40.994
Cubells,34.948
"Espluga Calba, L'",28.871
Espot,45.008
Estaràs,42.667
Esterri d'Àneu,34.475
Esterri de Cardós,
Estamariu,37.27
Farrera,28.712
"Floresta, La",42.07
Fondarella,45.152
Foradada,36.253
"Fuliola, La",36.996
Fulleda,
Gavet de la Conca,39.064
Golmés,42.049
Gósol,36.433
"Granadella, La",34.847
"Granja d'Escarp, La",33.369
Granyanella,39.997
Granyena de Segarra,42.479
Granyena de les Garrigues,26.63
Guimerà,25.509
Guissona,43.079
Guixers,47.616
Ivars de Noguera,37.293
Ivars d'Urgell,39.121
Ivorra,40.611
Isona i Conca Dellà,34.77
Juncosa,29.118
Juneda,39.062
Lleida,38.853
Les,43.936
Linyola,35.321
Lladorre,40.057
Lladurs,43.58
Llardecans,32.761
Llavorsí,34.923
Lles de Cerdanya,35.696
Llimiana,32.038
Llobera,43.72
Maldà,33.495
Massalcoreig,31.068
Massoteres,42.663
Maials,31.702
Menàrguens,36.161
Miralcamp,37.945
"Molsosa, La",53.076
Mollerussa,38.302
Montgai,35.904
Montellà i Martinet,32.149
Montferrer i Castellbò,37.231
Montoliu de Segarra,36.356
Montoliu de Lleida,38.225
Montornès de Segarra,
Nalec,
Navès,40.931
Odèn,43.438
Oliana,37.605
Oliola,48.27
Olius,48.468
"Oluges, Les",44.31
"Omellons, Els",29.974
"Omells de na Gaia, Els",31.483
Organyà,33.459
Os de Balaguer,40.078
Ossó de Sió,61.39
"Palau d'Anglesola, El",42.224
Conca de Dalt,42.447
"Coma i la Pedra, La",38.806
Penelles,46.506
Peramola,38.383
Pinell de Solsonès,49.435
Pinós,43.264
"Poal, El",42.135
"Pobla de Cérvoles, La",30.603
Bellaguarda,30.407
"Pobla de Segur, La",34.978
Ponts,35.624
"Pont de Suert, El",35.267
"Portella, La",41.253
Prats i Sansor,50.514
Preixana,40.358
Preixens,36.025
Prullans,31.848
Puiggròs,32.353
Puigverd d'Agramunt,34.968
Puigverd de Lleida,39.316
Rialp,37.227
Ribera d'Urgellet,35.554
Riner,46.209
Rosselló,39.715
Salàs de Pallars,38.51
Sanaüja,33.321
Sant Guim de Freixenet,35.002
Sant Llorenç de Morunys,39.131
Sant Ramon,42.838
Sant Esteve de la Sarga,36.346
Sant Guim de la Plana,46.157
Sarroca de Lleida,30.409
Sarroca de Bellera,39.951
Senterada,41.74
"Seu d'Urgell, La",32.279
Seròs,31.925
Sidamon,40.938
"Soleràs, El",31.083
Solsona,35.352
Soriguera,36.035
Sort,34.687
Soses,41.171
Sudanell,38.231
Sunyer,36.228
Talarn,40.073
Talavera,48.532
Tàrrega,35.667
Tarrés,39.892
Tarroja de Segarra,39.263
Térmens,40.262
Tírvia,31.5
Tiurana,
Torà,38.852
"Torms, Els",29.631
Tornabous,36.964
Torrebesses,30.664
"Torre de Cabdella, La",41.091
Torrefarrera,45.324
Torregrossa,36.573
Torrelameu,41.354
Torres de Segre,36.128
Torre-serona,45.097
Tremp,35.026
Vallbona de les Monges,32.336
"Valls de Valira, Les",32.045
Vallfogona de Balaguer,40.671
Verdú,34.656
Vielha e Mijaran,39.286
Vilagrassa,44.868
Vilaller,34.036
Vilamòs,47.997
Vilanova de Bellpuig,38.963
Vilanova de l'Aguda,44.321
Vilanova de Meià,34.748
Vilanova de Segrià,39.262
Vila-sana,42.172
"Vilosell, El",33.387
Vilanova de la Barca,38.645
Vinaixa,30.449
Vall de Cardós,34.99
Sant Martí de Riucorb,34.659
"Guingueta d'Àneu, La",41.693
Castell de Mur,34.635
Ribera d'Ondara,35.522
"Valls d'Aguilar, Les",34.505
Torrefeta i Florejacs,37.516
Fígols i Alinyà,35.679
"Vansa i Fórnols, La",33.888
Josa i Tuixén,30.284
"Plans de Sió, Els",41.931
Gimenells i el Pla de la Font,40.085
Riu de Cerdanya,40.404
Ábalos,26.408
Agoncillo,34.615
Aguilar del Río Alhama,28.328
Ajamil de Cameros,33.225
Albelda de Iregua,33.585
Alberite,32.908
Alcanadre,26.794
Aldeanueva de Ebro,29.215
Alesanco,23.979
Alesón,32.52
Alfaro,35.351
Almarza de Cameros,33.225
Anguciana,29.706
Anguiano,31.116
Arenzana de Abajo,24.613
Arenzana de Arriba,32.52
Arnedillo,28.048
Arnedo,34.476
Arrúbal,32.149
Ausejo,26.178
Autol,31.739
Azofra,21.921
Badarán,27.974
Bañares,30.21
Baños de Rioja,32.52
Baños de Río Tobía,33.003
Berceo,30.528
Bergasa,29.278
Bergasillas Bajera,
Bezares,32.52
Bobadilla,24.6
Brieva de Cameros,29.746
Briñas,28.067
Briones,27.657
Cabezón de Cameros,33.225
Calahorra,34.985
Camprovín,29.604
Canales de la Sierra,29.746
Canillas de Río Tuerto,32.52
Cañas,32.52
Cárdenas,21.959
Casalarreina,28.42
Castañares de Rioja,25.817
Castroviejo,29.746
Cellorigo,32.52
Cenicero,30.071
Cervera del Río Alhama,29.344
Cidamón,32.52
Cihuri,26.847
Cirueña,33.539
Clavijo,37.754
Cordovín,27.243
Corera,27.505
Cornago,25.247
Corporales,32.52
Cuzcurrita de Río Tirón,29.931
Daroca de Rioja,32.647
Enciso,26.666
Entrena,32.967
Estollo,32.52
Ezcaray,32.535
Foncea,32.52
Fonzaleche,36.393
Fuenmayor,32.724
Galbárruli,32.52
Galilea,34.426
Gallinero de Cameros,33.225
Gimileo,36.564
Grañón,29.031
Grávalos,26.066
Haro,32.092
Herce,30.85
Herramélluri,29.329
Hervías,27.38
Hormilla,27.79
Hormilleja,23.629
Hornillos de Cameros,33.225
Hornos de Moncalvillo,32.647
Huércanos,27.568
Igea,27.608
Jalón de Cameros,33.225
Laguna de Cameros,29.623
Lagunilla del Jubera,34.869
Lardero,40.91
Ledesma de la Cogolla,32.52
Leiva,31.431
Leza de Río Leza,32.647
Logroño,38.187
Lumbreras de Cameros,40.833
Manjarrés,34.258
Mansilla de la Sierra,29.746
Manzanares de Rioja,32.52
Matute,29.746
Medrano,40.815
Munilla,28.237
Murillo de Río Leza,31.475
Muro de Aguas,28.237
Muro en Cameros,33.225
Nájera,32.041
Nalda,31.396
Navajún,28.237
Navarrete,36.326
Nestares,33.225
Nieva de Cameros,33.225
Ocón,36.146
Ochánduri,32.52
Ojacastro,26.424
Ollauri,32.603
Ortigosa de Cameros,34.558
Pazuengos,29.746
Pedroso,29.746
Pinillos,33.225
Pradejón,32.739
Pradillo,33.225
Préjano,34.542
Quel,29.45
Rabanera,33.225
"Rasillo de Cameros, El",36.75
"Redal, El",29.133
Ribafrecha,29.012
Rincón de Soto,33.531
Robres del Castillo,28.237
Rodezno,31.255
Sajazarra,35.748
San Asensio,25.813
San Millán de la Cogolla,36.454
San Millán de Yécora,32.52
San Román de Cameros,40.848
Santa Coloma,32.531
Santa Engracia del Jubera,30.9
Santa Eulalia Bajera,26.132
Santo Domingo de la Calzada,31.463
San Torcuato,32.52
Santurde de Rioja,30.479
Santurdejo,27.722
San Vicente de la Sonsierra,28.225
Sojuela,33.631
Sorzano,31.93
Sotés,34.082
Soto en Cameros,33.225
Terroba,33.225
Tirgo,26.269
Tobía,29.746
Tormantos,24.798
Torrecilla en Cameros,33.226
Torrecilla sobre Alesanco,32.52
Torre en Cameros,33.225
Torremontalbo,32.52
Treviana,27.558
Tricio,27.368
Tudelilla,25.947
Uruñuela,31.815
Valdemadera,28.237
Valgañón,32.302
Ventosa,39.685
Ventrosa,29.746
Viguera,30.46
Villalba de Rioja,41.318
Villalobar de Rioja,32.52
Villamediana de Iregua,35.726
Villanueva de Cameros,33.225
"Villar de Arnedo, El",28.72
Villar de Torre,30.033
Villarejo,32.52
Villarroya,
Villarta-Quintana,26.816
Villavelayo,29.746
Villaverde de Rioja,32.52
Villoslada de Cameros,31.819
Viniegra de Abajo,29.746
Viniegra de Arriba,29.746
Zarratón,33.814
Zarzosa,28.237
Zorraquín,29.746
Abadín,28.251
Alfoz,32.972
Antas de Ulla,28.751
Baleira,30.228
Barreiros,31.199
Becerreá,29.633
Begonte,31.087
Bóveda,29.254
Carballedo,30.286
Castro de Rei,34.923
Castroverde,34.579
Cervantes,29.848
Cervo,39.641
"Corgo, O",34.447
Cospeito,32.899
Chantada,29.815
Folgoso do Courel,28.736
"Fonsagrada, A",28.937
Foz,33.931
Friol,32.435
Xermade,31.24
Guitiriz,31.385
Guntín,34.307
"Incio, O",30.488
Xove,35.36
Láncara,31.198
Lourenzá,31.059
Lugo,34.88
Meira,34.996
Mondoñedo,29.148
Monforte de Lemos,30.371
Monterroso,29.804
Muras,27.607
Navia de Suarna,28.647
Negueira de Muñiz,25.459
"Nogais, As",29.358
Ourol,28.176
Outeiro de Rei,39.038
Palas de Rei,29.538
Pantón,26.453
Paradela,37.413
"Páramo, O",34.498
"Pastoriza, A",33.883
Pedrafita do Cebreiro,34.98
Pol,35.843
"Pobra do Brollón, A",28.113
"Pontenova, A",31.821
Portomarín,37.379
Quiroga,23.978
Ribadeo,33.604
Ribas de Sil,26.919
Ribeira de Piquín,32.283
Riotorto,33.242
Samos,24.279
Rábade,31.406
Sarria,31.315
"Saviñao, O",28.014
Sober,26.733
Taboada,31.51
Trabada,35.185
Triacastela,30.254
"Valadouro, O",30.133
"Vicedo, O",31.006
Vilalba,32.305
Viveiro,33.909
Baralla,32.948
Burela,34.983
"Acebeda, La",31.213
Ajalvir,45.022
Alameda del Valle,34.432
"Álamo, El",36.817
Alcalá de Henares,41.866
Alcobendas,65.139
Alcorcón,41.634
Aldea del Fresno,33.409
Algete,57.767
Alpedrete,51.116
Ambite,27.945
Anchuelo,35.506
Aranjuez,40.453
Arganda del Rey,40.353
Arroyomolinos,54.546
"Atazar, El",27.367
Batres,47.86
Becerril de la Sierra,45.765
Belmonte de Tajo,33.971
Berzosa del Lozoya,40.063
"Berrueco, El",36.501
Boadilla del Monte,89.455
"Boalo, El",50.159
Braojos,36.388
Brea de Tajo,26.395
Brunete,46.32
Buitrago del Lozoya,37.493
Bustarviejo,37.339
Cabanillas de la Sierra,43.672
"Cabrera, La",40.944
Cadalso de los Vidrios,30.752
Camarma de Esteruelas,43.253
Campo Real,38.067
Canencia,29.513
Carabaña,31.09
Casarrubuelos,41.197
Cenicientos,28.218
Cercedilla,39.93
Cervera de Buitrago,35.2
Ciempozuelos,36.875
Cobeña,62.11
Colmenar del Arroyo,40.034
Colmenar de Oreja,33.834
Colmenarejo,49.871
Colmenar Viejo,52.003
Collado Mediano,50.414
Collado Villalba,41.413
Corpa,34.806
Coslada,41.836
Cubas de la Sagra,48.589
Chapinería,39.745
Chinchón,33.815
Daganzo de Arriba,53.691
"Escorial, El",45.779
Estremera,30.792
Fresnedillas de la Oliva,35.963
Fresno de Torote,43.247
Fuenlabrada,38.299
Fuente el Saz de Jarama,43.309
Fuentidueña de Tajo,31.356
Galapagar,49.504
Garganta de los Montes,35.472
Gargantilla del Lozoya y Pinilla de Buitrago,29.519
Gascones,43.848
Getafe,41.792
Griñón,51.037
Guadalix de la Sierra,41.488
Guadarrama,44.863
"Hiruela, La",31.213
Horcajo de la Sierra-Aoslos,35.029
Horcajuelo de la Sierra,30.153
Hoyo de Manzanares,56.407
Humanes de Madrid,36.888
Leganés,38.66
Loeches,42.908
Lozoya,35.223
Madarcos,31.213
Madrid,49.916
Majadahonda,74.987
Manzanares el Real,44.742
Meco,48.565
Mejorada del Campo,38.219
Miraflores de la Sierra,41.298
"Molar, El",37.511
"Molinos, Los",44.619
Montejo de la Sierra,32.549
Moraleja de Enmedio,45.942
Moralzarzal,53.552
Morata de Tajuña,34.744
Móstoles,38.622
Navacerrada,45.842
Navalafuente,36.012
Navalagamella,35.963
Navalcarnero,43.431
Navarredonda y San Mamés,31.718
Navas del Rey,35.017
Nuevo Baztán,45.765
Olmeda de las Fuentes,46.808
Orusco de Tajuña,30.063
Paracuellos de Jarama,63.913
Parla,35.177
Patones,37.616
Pedrezuela,42.764
Pelayos de la Presa,30.359
Perales de Tajuña,33.671
Pezuela de las Torres,33.453
Pinilla del Valle,34.252
Pinto,42.7
Piñuécar-Gandullas,31.525
Pozuelo de Alarcón,96.29
Pozuelo del Rey,36.272
Prádena del Rincón,38.615
Puebla de la Sierra,31.213
Quijorna,43.822
Rascafría,36.162
Redueña,35.776
Ribatejada,37.881
Rivas-Vaciamadrid,54.628
Robledillo de la Jara,32.116
Robledo de Chavela,37.151
Robregordo,31.213
"Rozas de Madrid, Las",74.371
Rozas de Puerto Real,29.427
San Agustín del Guadalix,60.674
San Fernando de Henares,40.448
San Lorenzo de El Escorial,44.28
San Martín de la Vega,38.563
San Martín de Valdeiglesias,34.141
San Sebastián de los Reyes,52.413
Santa María de la Alameda,29.695
Santorcaz,35.89
"Santos de la Humosa, Los",39.53
"Serna del Monte, La",30.605
Serranillos del Valle,48.628
Sevilla la Nueva,45.411
Somosierra,31.213
Soto del Real,55.841
Talamanca de Jarama,39.581
Tielmes,32.256
Titulcia,35.992
Torrejón de Ardoz,41.459
Torrejón de la Calzada,47.016
Torrejón de Velasco,42.058
Torrelaguna,38.394
Torrelodones,80.733
Torremocha de Jarama,40.907
Torres de la Alameda,40.471
Valdaracete,33.452
Valdeavero,38.216
Valdelaguna,33.072
Valdemanco,35.959
Valdemaqueda,28.902
Valdemorillo,48.965
Valdemoro,45.042
Valdeolmos-Alalpardo,53.684
Valdepiélagos,37.068
Valdetorres de Jarama,43.471
Valdilecha,32.202
Valverde de Alcalá,38.514
Velilla de San Antonio,44.913
"Vellón, El",34.382
Venturada,61.256
Villaconejos,30.866
Villa del Prado,35.179
Villalbilla,53.793
Villamanrique de Tajo,27.917
Villamanta,37.101
Villamantilla,41.53
Villanueva de la Cañada,70.766
Villanueva del Pardillo,59.787
Villanueva de Perales,40.523
Villar del Olmo,36.427
Villarejo de Salvanés,34.795
Villaviciosa de Odón,68.382
Villavieja del Lozoya,37.02
Zarzalejo,32.896
Lozoyuela-Navas-Sieteiglesias,33.065
Puentes Viejas,36.383
Tres Cantos,67.752
Alameda,26.375
Alcaucín,25.095
Alfarnate,24.621
Alfarnatejo,22.684
Algarrobo,26.764
Algatocín,22.206
Alhaurín de la Torre,43.02
Alhaurín el Grande,30.953
Almáchar,21.423
Almargen,27.55
Almogía,25.828
Álora,26.8
Alozaina,24.529
Alpandeire,22.781
Antequera,32.934
Árchez,22.638
Archidona,27.824
Ardales,26.668
Arenas,21.353
Arriate,29.162
Atajate,24.667
Benadalid,23.358
Benahavís,37.268
Benalauría,23.65
Benalmádena,33.901
Benamargosa,19.84
Benamocarra,24.848
Benaoján,24.756
Benarrabá,22.165
"Borge, El",20.23
"Burgo, El",24.309
Campillos,29.455
Canillas de Aceituno,22.506
Canillas de Albaida,22.417
Cañete la Real,24.681
Carratraca,26.347
Cartajima,28.536
Cártama,31.986
Casabermeja,28.07
Casarabonela,26.365
Casares,32.424
Coín,30.797
Colmenar,25.352
Comares,23.112
Cómpeta,25.036
Cortes de la Frontera,25.364
Cuevas Bajas,24.633
Cuevas del Becerro,25.001
Cuevas de San Marcos,24.019
Cútar,20.425
Estepona,34.48
Faraján,28.227
Frigiliana,29.064
Fuengirola,32.091
Fuente de Piedra,26.659
Gaucín,25.283
Genalguacil,20.493
Guaro,26.24
Humilladero,21.904
Igualeja,28.068
Istán,29.998
Iznate,21.247
Jimera de Líbar,24.583
Jubrique,21.232
Júzcar,24.975
Macharaviaya,28.059
Málaga,36.64
Manilva,30.15
Marbella,37.606
Mijas,31.912
Moclinejo,26.074
Mollina,25.105
Monda,26.973
Montejaque,23.515
Nerja,30.738
Ojén,30.276
Parauta,22.321
Periana,23.411
Pizarra,30.217
Pujerra,27.91
Rincón de la Victoria,37.913
Riogordo,25.706
Ronda,32.294
Salares,19.813
Sayalonga,22.571
Sedella,23.21
Sierra de Yeguas,27.344
Teba,24.926
Tolox,24.472
Torrox,26.227
Totalán,24.721
Valle de Abdalajís,24.615
Vélez-Málaga,31.28
Villanueva de Algaidas,25.488
Villanueva del Rosario,26.189
Villanueva del Trabuco,25.794
Villanueva de Tapia,26.335
Viñuela,25.648
Yunquera,24.743
Torremolinos,33.655
Villanueva de la Concepción,26.582
Montecorto,25.537
Serrato,21.097
Abanilla,29.24
Abarán,30.917
Águilas,30.995
Albudeite,26.845
Alcantarilla,32.961
Aledo,32.216
Alguazas,31.273
Alhama de Murcia,33.652
Archena,31.87
Beniel,31.196
Blanca,29.211
Bullas,29.822
Calasparra,28.646
Campos del Río,29.919
Caravaca de la Cruz,31.85
Cartagena,36.484
Cehegín,28.425
Ceutí,32.182
Cieza,32.381
Fortuna,27.619
Fuente Álamo de Murcia,32.584
Jumilla,30.781
Librilla,31.392
Lorca,35.178
Lorquí,30.278
Mazarrón,27.662
Molina de Segura,39.382
Moratalla,26.888
Mula,29.272
Murcia,38.682
Ojós,28.732
Pliego,28.025
Puerto Lumbreras,31.561
Ricote,27.808
San Javier,33.881
San Pedro del Pinatar,30.444
Torre-Pacheco,33.036
"Torres de Cotillas, Las",35.033
Totana,33.367
Ulea,30.48
"Unión, La",31.841
Villanueva del Río Segura,28.732
Yecla,31.414
Santomera,33.955
"Alcázares, Los",28.822
Abáigar,36.807
Abárzuza/Abartzuza,46.001
Abaurregaina/Abaurrea Alta,40.062
Abaurrepea/Abaurrea Baja,43.617
Aberin,43.264
Ablitas,35.206
Adiós,57.502
Aguilar de Codés,36.807
Aibar/Oibar,45.973
Altsasu/Alsasua,39.358
Allín/Allin,42.525
Allo,37.179
Améscoa Baja,40.698
Ancín/Antzin,33.058
Andosilla,34.134
Ansoáin/Antsoain,39.598
Anue,45.9
Añorbe,40.492
Aoiz/Agoitz,37.712
Araitz,45.116
Aranarache/Aranaratxe,36.807
Arantza,53.484
Aranguren,61.246
Arano,32.928
Arakil,45.124
Aras,38.593
Arbizu,47.504
